url, result, TBT, loadtime, docTime, fullyLoaded, bytesOut, bytesOutDoc, bytesIn, bytesInDoc, requests, requestaFull, requestsDoc, responses_200, responses_404, responses_other, chromeUserTiming.loadEventStart, chromeUserTiming.loadEventEnd, chromeUserTiming.domContentLoadedEventStart, chromeUserTiming.domContentLoadedEventEnd, chromeUserTiming.domComplete, connections,chromeUserTiming.CumulativeLayoutShift, chromeUserTiming.LargestContentfulPaint, chromeUserTiming.firstContentfulPaint, FirstInteractive, TimeToInteractive, chromeUserTiming.domInteractive, domComplete, renderBlockingCSS, renderBlockingJS, TTFB
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_BiDcWH_4V2,9056,12464,12464,39111,588913,206046,2725287,1296250,225,225,81,179,0,46,12464,12578,6142,6361,12450,67,0.0290527344,4899,3279,26984,,6142,12436,7,1,864,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_BiDcEX_4VD,9086,12927,12927,39647,586497,206307,2709352,1280936,224,224,81,179,0,45,12927,13017,6714,6932,12911,68,0.0290527344,4318,3675,26944,,6711,12907,7,1,1111,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDcY4_4MR,9801,10303,10303,35081,578517,109476,3048877,1519521,219,219,45,175,0,44,10303,10369,6432,6767,10293,66,0.0290527344,5751,3644,,,6429,10283,11,1,1371,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcG5_4N4,12790,14644,14644,40343,669685,158942,2964451,1471429,247,247,56,200,0,47,14644,14769,9004,9361,14597,69,0.409922858,11324,3728,,,9000,14589,4,1,1110,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_AiDcHZ_4N6,8655,10644,10644,34663,593200,154453,2724661,1295490,225,225,58,179,0,46,10644,10767,4499,4759,10630,68,0.0290527344,3364,1958,25388,25388,4499,10628,7,1,878,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDc9P_4NT,9400,12442,12442,36787,573572,155035,3048483,1528899,218,218,61,174,0,44,12442,12539,6466,6796,12438,64,0.0290527344,6432,3632,,,6464,12429,11,1,1369,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_BiDc6A_4VA,11926,13498,13498,37029,680457,164378,2835784,1397006,257,257,59,204,0,53,13498,13611,8069,8671,13448,65,0.0518798828,5527,3868,,,8069,13439,4,1,1107,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_BiDcBW_4TM,9821,13114,13114,38937,597914,210331,2725524,1296658,226,226,82,179,0,47,13114,13230,6638,6834,13092,67,0.0290527344,4969,3134,27170,,6638,13078,7,1,1011,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcJC_4MW,11638,12487,12487,36019,677066,109110,2883046,1432801,256,256,42,204,0,52,12487,12552,8621,9250,12463,66,0.0518798828,5085,4159,28202,,8621,12444,4,1,872,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDcZG_4NS,9759,9957,9957,36005,581676,106873,3048257,1515713,219,219,43,175,0,44,9957,9998,6055,6390,9941,68,0.0290527344,5565,3637,,,6055,9941,11,1,1205,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDcQN_4MS,9038,13018,13018,39563,600650,213985,2725271,1296663,226,226,82,179,0,47,13018,13128,6536,6792,12996,66,0.0290527344,5096,3251,27115,,6536,12986,7,1,1006,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcZB_4VK,13087,14380,14380,39696,666255,181976,2969114,1488264,246,246,65,198,0,48,14380,14470,9302,9869,14350,69,0.39778645830000003,11707,4075,29238,,9302,14342,4,1,840,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDc3B_4N3,9581,12532,12532,38992,568243,151883,3048427,1526547,217,217,59,174,0,43,12532,12620,6052,6384,12518,67,0.0290527344,6736,3344,,,6049,12503,11,1,1336,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_BiDc2E_4TV,10158,10106,10106,34791,579844,103767,2709513,1271928,225,225,42,179,0,46,10106,10198,6379,6636,10093,68,0.0290527344,4523,3388,,,6373,10080,7,1,829,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_AiDc2S_4ND,8943,12644,12644,38756,590458,205200,2708924,1280488,225,225,81,179,0,46,12644,12745,6064,6299,12629,66,0.0290527344,5137,2652,26805,,6063,12627,7,1,853,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcW0_4MK,11222,13882,13882,38704,679936,169942,2883451,1445257,255,255,61,204,0,51,13882,13975,8440,9077,13830,67,0.0518798828,5571,4513,28458,,8440,13814,4,1,1031,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcJN_4MP,11778,13335,13335,38141,676268,146222,2882866,1441444,256,256,53,204,0,52,13335,13447,8657,9152,13286,65,0.0518798828,4829,3850,,,8654,13274,4,1,887,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_BiDcNX_4V9,9216,12698,12698,36048,595339,206880,2709799,1280946,225,225,81,179,0,46,12698,12810,6487,6745,12680,66,0.0290527344,3938,3271,28202,,6483,12671,7,1,882,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcKZ_4NN,11019,13630,13630,39948,674363,172775,2835662,1397763,256,256,62,204,0,52,13630,13697,8006,8648,13587,67,0.0518798828,7018,4051,28597,,8006,13576,4,1,835,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_BiDcN1_4TZ,9083,48346,48346,74064,575009,186284,3048796,1530517,217,217,74,175,0,42,48346,48451,43500,44173,48338,67,0.0290527344,42377,41623,,,43500,48327,11,1,1234,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDc6G_4MM,9836,9905,9905,35391,575259,107564,3049469,1519094,219,219,44,175,0,44,9905,9964,6049,6396,9896,66,0.0290527344,5533,3767,,,6049,9881,11,1,1158,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcNK_4VM,13949,14844,14844,41175,666261,188919,2969511,1489108,246,246,69,198,0,48,14844,14907,8814,9440,14803,69,0.0518798828,12033,4266,,,8814,14789,4,1,847,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcKC_4VJ,14521,14797,14797,39397,659841,159088,2969338,1487785,246,246,58,198,0,48,14797,14899,8634,9193,14751,68,0.4049624353,11736,3982,,,8634,14737,4,1,864,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_BiDc6G_4V5,14141,15392,15392,43088,672176,165920,2964572,1471443,248,248,59,200,0,48,15392,15498,8776,9286,15335,68,0.409922858,12051,3703,,,8776,15323,4,1,867,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcRP_4V6,13065,14651,14651,38980,682977,170686,2965165,1472584,249,249,61,200,0,49,14651,14760,8499,8993,14599,70,0.375,11872,4200,,,8499,14593,4,1,875,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_AiDcAR_4NP,9630,12648,12648,38959,593989,212808,2725106,1296377,225,225,84,179,0,46,12648,12767,6228,6443,12631,66,0.0290527344,6106,2690,26773,,6227,12619,7,1,829,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_AiDcP3_4N8,9506,12902,12902,38450,595210,213072,2724748,1296379,225,225,84,179,0,46,12902,13007,6447,6665,12889,66,0.0290527344,6468,2563,26354,,6445,12883,7,1,972,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDc2J_4MQ,9385,12784,12784,38962,597413,212885,2725260,1296691,226,226,83,179,0,47,12784,12904,6669,6890,12768,67,0.0290527344,5003,3376,26583,,6669,12756,7,1,1045,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_BiDcW8_4TN,10265,13125,13125,39065,596744,216874,2725504,1296782,226,226,85,179,0,47,13125,13242,6780,6991,13108,68,0.0290527344,5106,3790,27631,,6780,13097,7,1,1001,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcEF_4MZ,12227,14529,14529,40702,653157,163893,3016342,1535499,246,246,60,198,0,48,14529,14621,8709,9250,14496,67,0.4049624353,11407,3989,29981,,8709,14485,4,1,836,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_BiDc26_4TT,12937,14962,14962,41331,674496,179048,3011898,1522807,248,248,65,201,0,47,14962,15059,8576,9089,14924,69,0.067993164,11400,3980,,,8576,14913,4,1,827,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcCV_4MY,11480,13886,13886,39179,674282,161650,2882668,1443954,256,256,58,204,0,52,13886,13997,8250,8865,13841,68,0.0518798828,4981,4061,28617,,8250,13831,4,1,830,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_BiDc8A_4TW,14583,14741,14741,54817,556750,217976,2835959,1533162,215,215,74,170,2,43,14741,14833,4349,4600,14727,66,0.0290527344,3474,2307,31715,,4349,14713,7,1,821,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_BiDcJD_4TF,9878,10530,10530,37012,598856,108520,2725501,1287754,226,226,43,179,0,47,10530,10620,6726,6991,10520,69,0.0290527344,5608,3225,26354,,6726,10512,7,1,1069,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_BiDc27_4V1,9444,12620,12620,38267,587227,206737,2725300,1296721,225,225,82,179,0,46,12620,12709,6613,6814,12610,66,0.0290527344,4863,3062,26414,,6613,12596,7,1,875,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_BiDcF6_4TS,9022,12613,12613,38532,592348,211046,2725311,1296770,225,225,83,179,0,46,12613,12729,6381,6577,12591,66,0.0290527344,4784,3233,26330,,6379,12579,7,1,822,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcK6_4NK,12532,11251,11251,38886,668762,104098,2969760,1475215,248,248,43,199,0,49,11251,11318,9112,9579,11211,69,0.067993164,11526,4655,,,9112,11201,4,1,1053,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_AiDcAT_4NC,9235,12965,12965,38919,594436,213174,2709160,1280611,225,225,84,179,0,46,12965,13058,6647,6869,12951,66,0.0290527344,4252,3215,27178,,6644,12938,7,1,1039,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_BiDc6A_4V7,12621,15459,15459,41520,674152,179436,2964186,1475290,247,247,66,200,0,47,15459,15562,8958,9433,15416,71,0.39778645830000003,12621,4969,30482,,8958,15405,4,1,862,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_AiDcXD_4NB,8902,13069,13069,39453,588766,207264,2709459,1280480,225,225,81,179,0,46,13069,13163,6553,6831,13059,66,0.0290527344,4375,3711,27355,,6553,13049,7,1,1172,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_BiDcAY_4VC,9390,44972,44972,70811,594082,214329,2709185,1280567,226,226,85,179,0,47,44972,45084,38738,38991,44958,66,0.0290527344,37544,35368,58557,,38738,44945,7,1,32906,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcBH_4MX,10833,13476,13476,38880,678857,162091,2883496,1441732,256,256,58,204,0,52,13476,13580,8142,8719,13420,69,0.0518798828,5069,4122,29017,,8142,13418,4,1,827,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230203_AiDcYE_4NA,9037,12858,12858,39338,591808,210371,2709012,1280566,225,225,83,179,0,46,12858,12965,6582,6785,12840,65,0.0290527344,4739,2961,26916,,6580,12830,7,1,992,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_BiDc79_4V8,11853,13819,13819,38759,682808,162580,2835582,1394251,256,256,58,204,0,52,13819,13954,8299,8858,13767,65,0.0518798828,5073,3996,29310,,8299,13762,4,1,1169,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_BiDcG1_4TP,9436,12802,12802,38549,599345,209995,2725314,1296656,226,226,82,179,0,47,12802,12903,6344,6627,12800,67,0.0290527344,5503,3127,27298,,6342,12785,7,1,1023,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDcTM_4N2,10019,10037,10037,35950,582469,108995,3048434,1518133,219,219,44,176,0,43,10037,10086,6106,6488,10035,66,0.0290527344,5528,3674,,,6106,10022,11,1,1196,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDc2A_4NQ,9114,12680,12680,39331,599805,212284,2724803,1296387,226,226,85,180,0,46,12680,12766,6423,6645,12678,66,0.0290527344,6376,3400,26926,,6423,12663,7,1,1083,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDcGS_4MT,9907,13215,13215,40365,604249,212620,2725234,1296823,227,227,85,181,0,46,13215,13333,6926,7219,13197,66,0.0290527344,5111,3731,28026,,6925,13185,7,1,1077,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_BiDcQY_4TY,9664,13011,13011,36913,593401,205608,2724608,1296261,225,225,81,179,0,46,13011,13136,6480,6687,12991,67,0.0290527344,4926,3317,27915,,6480,12980,7,1,851,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcXZ_4VN,14533,16121,16121,40756,663814,164196,2969119,1487372,247,247,60,198,0,49,16121,16260,8686,9351,16074,67,0.39778645830000003,12314,4376,,,8684,16060,4,1,868,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230203_AiDcHT_4N5,9422,12729,12729,38996,585877,202959,2724796,1296250,225,225,81,179,0,46,12729,12789,6361,6612,12710,66,0.0290527344,6408,2764,27087,,6361,12697,7,1,835,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230203_AiDc69_4N1,11251,10511,10511,36754,581932,110754,3049306,1519525,219,219,45,176,0,43,10511,10565,6445,6858,10506,68,0.0290527344,5814,4127,,,6445,10494,11,1,1465,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcKB_4NJ,14094,15476,15476,42489,660756,176506,2969403,1485142,246,246,64,198,0,48,15476,15582,8798,9263,15424,69,0.4049624353,11884,4242,31878,,8798,15412,4,1,852,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/buy/,https://www.webpagetest.org/results.php?test=230203_AiDc63_4MV,10054,13867,13867,38789,667665,168089,2883091,1444555,257,257,62,204,0,53,13867,13979,8766,9234,13821,64,0.0518798828,5465,4552,28346,,8766,13807,4,1,1147,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_AiDc9C_4NV,13809,15203,15203,41504,665034,157169,2969297,1484609,246,246,56,198,0,48,15203,15315,8876,9402,15158,67,0.39778645830000003,12077,4568,,,8876,15156,4,1,1031,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_AiDc14_4NM,13060,11285,11285,39180,651754,111182,2969814,1477077,247,247,47,198,0,49,11285,11298,9035,9430,11239,69,0.39778645830000003,11972,4155,,,9035,11224,4,1,1034,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcMW_4V4,13352,14363,14363,41628,667552,163234,2964928,1474977,247,247,58,200,0,47,14363,14468,8433,8968,14321,70,0.375,11419,4461,,,8430,14308,4,1,880,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230203_AiDc0B_4MN,13053,14997,14997,39653,667083,199735,3016828,1537568,246,246,73,198,0,48,14997,15094,9457,10065,14950,71,0.0518798828,12117,4631,,,9457,14936,4,1,1246,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_BiDcTE_4V3,14148,42987,42987,70206,673564,167943,2964974,1475827,247,247,60,200,0,47,42987,43069,36424,37039,42942,67,0.0518798828,39808,33173,,,36423,42932,4,1,894,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcSP_4N7,15474,15382,15382,40592,673120,164979,2964235,1474935,247,247,60,200,0,47,15382,15488,8972,9534,15335,69,0.375,12213,4505,,,8971,15323,4,1,1110,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230203_AiDcHR_4N9,12905,14566,14566,40728,677909,169318,2964562,1475156,248,248,61,200,0,48,14566,14654,8849,9380,14521,68,0.409922858,11202,3303,,,8846,14507,4,1,822,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_AiDcGA_4NE,15138,15535,15535,48026,642085,202098,2921799,1495241,248,248,72,194,1,53,15535,15667,6437,6696,15514,67,0.0290527344,6763,3374,31586,,6437,15503,7,1,1012,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_AiDc2Y_4NG,13227,14686,14686,50688,556150,214646,2770060,1532437,212,212,74,170,2,40,14686,14772,7144,7376,14667,64,0.0290527344,5656,3503,31348,31348,7144,14652,7,2,1148,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_BiDcKN_4VE,13058,14840,14840,45370,654946,209725,2871943,1458873,240,240,73,193,0,47,14840,14925,6961,7227,14823,67,0.0290527344,5693,3952,31409,31409,6961,14810,7,1,1162,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_BiDc5P_4TK,14914,15351,15351,47223,643006,199592,2923841,1496572,254,254,71,201,1,52,15351,15449,6296,6587,15337,67,0.0304518401,6767,3585,31759,,6295,15327,7,1,1038,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_AiDc45_4NF,14149,15667,15667,45041,640621,204896,2921850,1495680,240,240,74,193,1,46,15667,15778,6166,6375,15647,67,0.0290527344,6155,3662,31728,31728,6166,15639,7,1,825,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_BiDcXK_4VF,14588,15288,15288,47034,632001,200922,2834280,1495755,249,249,72,198,1,50,15288,15387,6007,6217,15269,66,0.0290527344,5999,3662,31019,,6006,15257,7,1,829,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_AiDcH0_4NR,15633,15995,15995,46026,647611,203278,2921759,1495997,240,240,73,193,1,46,15995,16077,6378,6621,15972,67,0.0290527344,6287,3800,32569,,6377,15958,7,1,837,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_AiDcKE_4NH,14607,15660,15660,45640,648406,206075,2921609,1495678,240,240,74,193,1,46,15660,15760,5978,6224,15643,67,0.0290527344,5976,3138,30996,,5977,15630,7,1,840,
https://www.samsung.com/au/smartphones/galaxy-z-fold4/,https://www.webpagetest.org/results.php?test=230203_BiDcHP_4VG,13592,15758,15758,52192,718484,207965,2971169,1533003,258,258,74,209,2,47,15758,15838,6958,7214,15740,66,0.0290527344,5872,2563,32253,32253,6956,15726,7,1,1434,
